"","Cond1","Cond2","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","qvalue"
"4638","I (D10, moderate)","BNT (V1, D6)",1,1,199,2,200,"IFI27",50,0.5,0.00995024875621892,0.00234803001303348
"4639","I (D10, severe)","BNT (V1, D6)",1,1,226,2,227,"IFI27",50,0.44,0.0087719298245614,0.00208413879416327
"4640","I (D26, moderate)","BNT (V1, D6)",0,2,137,2,137,"",0,0,0.000104264414555312,3.03019196635629e-05
"4641","I (D26, severe)","BNT (V1, D6)",1,1,213,2,214,"IFI27",50,0.47,0.0093023255813953,0.00220512654675347
"4642","I (D51, moderate)","BNT (V1, D6)",0,2,5,2,5,"",0,0,0.0476190476190476,0.0103983483077942
"4643","I (D51, severe)","BNT (V1, D6)",0,2,171,2,171,"",0,0,6.7213335125689e-05,1.991171253139e-05
"4644","I-I (D1)","BNT (V1, D6)",0,2,7,2,7,"",0,0,0.0277777777777778,0.00621421910791179
"4645","ZF2001 (V3, D07)","BNT (V1, D6)",0,2,83,2,83,"",0,0,0.000280112044817927,7.75971862142962e-05
"4646","ZF2001 (V3, D14)","BNT (V1, D6)",0,2,13,2,13,"",0,0,0.00952380952380952,0.00225148077295407
"4647","ZF2001 (V3, D28)","BNT (V1, D6)",0,2,9,2,9,"",0,0,0.0181818181818182,0.00415312021527808
"4648","BNT (V3, D1)","BNT (V2, D1)",41,7,21,48,62,"IFIT1,OAS2,ACOD1,FAS,CLEC6A,BATF2,MX1,IL27,IL31RA,EDNRB,STAT1,STAT2,IRF1,DDX60,CXCL9,GBP2,IFITM3,TAP1,TAP2,IDO1,CFB,IDO2,IFI27,IFI35,IFI6,IFIT2,CCL2,EIF2AK2,RIGI,CCL8,FCGR1A,PARP9,GBP6,GBP7,GCH1,PML,LIF,GBP1,TRIM22,TNFSF10,RNF213",85.42,66.13,0.092041847529117,0.0197346692244297
"4649","BNT-I (D1)","BNT (V2, D1)",1,47,66,48,67,"CD276",2.08,1.49,1.77998293708787e-31,3.97861537813844e-31
"4650","BNT-I (D10, mild)","BNT (V2, D1)",24,24,253,48,277,"IFIT1,OAS2,FAS,BATF2,MX1,STAT2,IRF9,DDX60,GBP2,IFITM3,TAP1,CFB,IFI27,IFI35,IFI6,TRIM21,EIF2AK2,FCGR1A,PARP9,GBP6,GCH1,PML,GBP1,TRIM22",50,8.66,1.6773303105517e-22,1.88266328518221e-22
"4651","BNT-I (D10, severe)","BNT (V2, D1)",28,20,241,48,269,"IFIT1,OAS2,FAS,BATF2,MX1,IL27,EDNRB,STAT1,STAT2,DDX60,GBP2,IFITM3,TAP1,CFB,IFI27,IFI35,IFI6,IFIT2,TRIM21,EIF2AK2,FCGR1A,PARP9,GBP6,PML,GBP1,TRIM22,TNFSF10,RNF213",58.33,10.41,4.83037554762493e-18,3.85247433983452e-18
"4652","BNT-I (D26, mild)","BNT (V2, D1)",1,47,159,48,160,"CCL2",2.08,0.62,5.04906927794329e-46,4.96143720282141e-45
"4653","BNT-I (D26, severe)","BNT (V2, D1)",0,48,35,48,35,"",0,0,3.25114807676571e-24,4.08986005695641e-24
"4654","BNT-I (D3)","BNT (V2, D1)",6,42,44,48,50,"EDNRB,IRF1,CXCL17,GBP2,FCGR1A,GBP6",12.5,12,4.4345826597783e-20,4.09492252355872e-20
"4655","BNT-I (D4)","BNT (V2, D1)",0,48,6,48,6,"",0,0,3.87189224988495e-08,1.59911690752317e-08
"4656","BNT-I-BNT (D51, mild)","BNT (V2, D1)",0,48,35,48,35,"",0,0,3.25114807676571e-24,4.08986005695641e-24
"4657","BNT-I-BNT (D51, severe)","BNT (V2, D1)",0,48,7,48,7,"",0,0,4.92786286348991e-09,2.19917503197116e-09
"4658","BNT-MO (V3, D1)","BNT (V2, D1)",41,7,50,48,91,"IFIT1,OAS2,ACOD1,FAS,CLEC6A,BATF2,MX1,IL27,IL31RA,BST2,STAT1,STAT2,IRF1,IRF9,DDX60,CXCL9,GBP2,IFITM3,TAP1,TAP2,IDO1,IDO2,IFI35,IFI6,IFIT2,TRIM21,CCL2,EIF2AK2,RIGI,CCL8,FCGR1A,PARP9,GBP6,GBP7,GCH1,PML,LIF,GBP1,TRIM22,TNFSF10,RNF213",85.42,45.05,0.00532216807399276,0.00128681147570926
"4659","ChAd (V1, D3)","BNT (V2, D1)",25,23,48,48,73,"IFIT1,OAS2,CLEC6A,BATF2,MX1,IL27,IL31RA,EDNRB,STAT1,DDX60,CXCL9,IFITM3,IDO1,CFB,IDO2,IFI27,IFI35,IFI6,CD276,CCL2,FCGR1A,PARP9,GBP7,GBP1,TNFSF10",52.08,34.25,7.21508074532145e-09,3.17635101552119e-09
"4660","ChAd (V1, D6)","BNT (V2, D1)",1,47,39,48,40,"IFI27",2.08,2.5,4.80544105561236e-24,6.01605728048177e-24
"4661","ChAd (V1, D7)","BNT (V2, D1)",1,47,17,48,18,"IFI27",2.08,5.56,9.6365050734662e-15,6.50091208389297e-15
"4662","ChAd (V2, D1)","BNT (V2, D1)",38,10,21,48,59,"IFIT1,OAS2,CLEC6A,BATF2,MX1,IL27,IL31RA,BST2,STAT1,STAT2,IRF9,DDX60,GBP2,IFITM3,TAP1,TAP2,IDO1,CFB,IDO2,IFI27,IFI35,IFI6,IFIT2,TRIM21,CCL2,EIF2AK2,RIGI,CCL8,FCGR1A,PARP9,GBP6,GCH1,PML,LIF,GBP1,TRIM22,TNFSF10,RNF213",79.17,64.41,0.0258678042915703,0.00582698332888992
"4663","ChAd (V2, D3)","BNT (V2, D1)",0,48,5,48,5,"",0,0,3.48470302489646e-07,1.28620678834022e-07
"4664","ChAd (V2, D7)","BNT (V2, D1)",0,48,1,48,1,"",0,0,0.0204081632653061,0.00464536601787383
"4665","ChAd-BNT (V2, D3)","BNT (V2, D1)",33,15,48,48,81,"IFIT1,OAS2,CLEC6A,BATF2,MX1,IL27,IL31RA,BST2,STAT1,STAT2,DDX60,CXCL9,GBP2,IFITM3,TAP1,IDO1,CFB,IDO2,IFI27,IFI35,IFI6,IFIT2,CCL2,EIF2AK2,CCL8,FCGR1A,PARP9,GBP7,GCH1,GBP1,TRIM22,TNFSF10,RNF213",68.75,40.74,1.67145692166123e-05,5.16922147210119e-06
"4666","ChAd-BNT (V2, D7)","BNT (V2, D1)",6,42,50,48,56,"IFIT1,BATF2,IFIT2,CCL2,CCL8,FCGR1A",12.5,10.71,1.3003988288258e-21,1.33579757012942e-21
"4667","ChAd-BNT (V3, D1)","BNT (V2, D1)",40,8,66,48,106,"IFIT1,OAS2,FAS,CLEC6A,BATF2,MX1,IL27,IL31RA,BST2,STAT1,STAT2,IRF1,IRF9,DDX60,CXCL9,GBP2,IFITM3,TAP1,TAP2,IDO1,CFB,IDO2,IFI35,IFI6,IFIT2,TRIM21,CCL2,EIF2AK2,RIGI,CCL8,FCGR1A,PARP9,GBP6,GCH1,PML,LIF,GBP1,TRIM22,TNFSF10,RNF213",83.33,37.74,0.000685666146337976,0.000181820673744564
"4668","I (D10, moderate)","BNT (V2, D1)",24,24,176,48,200,"IFIT1,OAS2,CLEC6A,BATF2,MX1,EDNRB,STAT2,DDX60,GBP2,TAP1,CFB,IFI27,IFI35,IFI6,IFIT2,EIF2AK2,FCGR1A,PARP9,GBP6,GCH1,PML,GBP1,TRIM22,TNFSF10",50,12,2.81918831283629e-19,2.47594750046981e-19
"4669","I (D10, severe)","BNT (V2, D1)",7,41,220,48,227,"IL31RA,IDO1,IFI27,CCL2,EIF2AK2,PARP9,TRIM22",14.58,3.08,1.73486911342891e-41,8.68771198293011e-41
"4670","I (D26, moderate)","BNT (V2, D1)",2,46,135,48,137,"CLEC6A,EDNRB",4.17,1.46,2.56917910598375e-41,1.27431595627532e-40
"4671","I (D26, severe)","BNT (V2, D1)",6,42,208,48,214,"FAS,IFI27,EIF2AK2,FCGR1A,PARP9,TRIM22",12.5,2.8,4.33686155410482e-42,2.42864841597673e-41
"4672","I (D51, moderate)","BNT (V2, D1)",0,48,5,48,5,"",0,0,3.48470302489646e-07,1.28620678834022e-07
"4673","I (D51, severe)","BNT (V2, D1)",15,33,156,48,171,"FAS,BATF2,IL27,STAT1,IRF1,GBP2,TAP1,EIF2AK2,FCGR1A,PARP9,GBP6,GCH1,GBP1,TRIM22,RNF213",31.25,8.77,8.88433671654332e-27,1.37298928470872e-26
"4674","I-I (D1)","BNT (V2, D1)",0,48,7,48,7,"",0,0,4.92786286348991e-09,2.19917503197116e-09
"4675","ZF2001 (V3, D07)","BNT (V2, D1)",3,45,80,48,83,"IDO2,CD276,CCL8",6.25,3.61,2.11690871243657e-31,4.71149041233688e-31
"4676","ZF2001 (V3, D14)","BNT (V2, D1)",2,46,11,48,13,"IDO2,GEM",4.17,15.38,2.78699063789435e-10,1.38763697668923e-10
"4677","ZF2001 (V3, D28)","BNT (V2, D1)",0,48,9,48,9,"",0,0,1.11154801432104e-10,5.76589266013471e-11
"4678","BNT-I (D1)","BNT (V3, D1)",1,61,66,62,67,"FOSL1",1.61,1.49,2.97635872021155e-36,9.93648343802087e-36
"4679","BNT-I (D10, mild)","BNT (V3, D1)",34,28,243,62,277,"GBP1,IFITM3,CFB,IFITM1,HP,PML,GBP2,FAS,MX1,DDX60,IFIT1,IFI27,CRISP3,IFI6,IFI35,GCH1,CCL3L1,FCGR1A,PIK3AP1,LCN2,BATF2,BMX,OLR1,IFI30,EIF2AK2,TRIM22,TAP1,GBP6,PARP9,ANXA3,PSMB9,STAT2,OAS2,CEACAM8",54.84,12.27,1.05323250185917e-22,1.21355050848528e-22
"4680","BNT-I (D10, severe)","BNT (V3, D1)",40,22,229,62,269,"GBP1,IFITM3,TNFSF10,CFB,IFITM1,HP,PML,GBP2,FAS,MX1,DDX60,IFIT1,IFI27,ENPP1,IFIT2,CRISP3,IFI6,IFI35,PRTN3,FCGR1A,PIK3AP1,LCN2,BATF2,BMX,OLR1,IFI30,EIF2AK2,TRIM22,TAP1,GBP6,IL27,PARP9,RNF213,ANXA3,PSMB9,EDNRB,STAT2,OAS2,CEACAM8,STAT1",64.52,14.87,5.42217150399184e-17,4.12847051538776e-17
"4681","BNT-I (D26, mild)","BNT (V3, D1)",8,54,152,62,160,"CCL2,HP,CRISP3,LCN2,OLR1,IFI30,ANXA3,CEACAM8",12.9,5,1.70544525552093e-42,9.86886737234401e-42
"4682","BNT-I (D26, severe)","BNT (V3, D1)",2,60,33,62,35,"CRISP3,LCN2",3.23,5.71,1.5739814490806e-23,1.89752672569682e-23
"4683","BNT-I (D3)","BNT (V3, D1)",9,53,41,62,50,"HP,FOSL1,GBP2,FCGR1A,BMX,GBP6,ANXA3,IRF1,EDNRB",14.52,18,2.66345760585775e-20,2.52205839459666e-20
"4684","BNT-I (D4)","BNT (V3, D1)",0,62,6,62,6,"",0,0,9.13631291155439e-09,3.98176017832532e-09
"4685","BNT-I-BNT (D51, mild)","BNT (V3, D1)",4,58,31,62,35,"CRISP3,LCN2,OLR1,CEACAM8",6.45,11.43,1.1713045283575e-20,1.12549242025281e-20
"4686","BNT-I-BNT (D51, severe)","BNT (V3, D1)",0,62,7,62,7,"",0,0,9.26872324360581e-10,4.42047883045217e-10
"4687","BNT-MO (V3, D1)","BNT (V3, D1)",48,14,43,62,91,"GBP1,IFITM3,CCL2,TNFSF10,IFITM1,HP,PML,FOSL1,CXCL9,GBP2,FAS,MX1,DDX60,IFIT1,DEFA1,CCL8,IFIT2,IFI6,IFI35,TAP2,RIGI,CCL3,GCH1,CCL3L1,FCGR1A,PIK3AP1,IDO2,BATF2,IDO1,IL31RA,CLEC6A,GBP7,IFI30,EIF2AK2,TRIM22,XCR1,TAP1,GBP6,IL27,PARP9,RNF213,ACOD1,IRF1,PSMB9,LIF,STAT2,OAS2,STAT1",77.42,52.75,0.000658653722880017,0.000175014131967699
"4688","ChAd (V1, D3)","BNT (V3, D1)",29,33,44,62,73,"GBP1,IFITM3,CCL2,TNFSF10,CFB,IFITM1,CXCL9,MX1,DDX60,IFIT1,IFI27,IFI6,IFI35,CCL3L1,FCGR1A,IDO2,BATF2,IDO1,IL31RA,CLEC6A,GBP7,IFI30,XCR1,IL27,PARP9,PSMB9,EDNRB,OAS2,STAT1",46.77,39.73,1.83734388301176e-10,9.29923262272487e-11
"4689","ChAd (V1, D6)","BNT (V3, D1)",1,61,39,62,40,"IFI27",1.61,2.5,2.72405839717848e-27,4.41960463057247e-27
"4690","ChAd (V1, D7)","BNT (V3, D1)",3,59,15,62,18,"IFI27,CCL3,PRTN3",4.84,16.67,2.31297054530079e-13,1.42724882585372e-13
"4691","ChAd (V2, D1)","BNT (V3, D1)",37,25,22,62,59,"GBP1,IFITM3,CCL2,TNFSF10,CFB,IFITM1,PML,GBP2,MX1,DDX60,IFIT1,CCL8,IFI27,IFIT2,IFI6,IFI35,TAP2,RIGI,GCH1,FCGR1A,IDO2,BATF2,IDO1,IL31RA,CLEC6A,IFI30,EIF2AK2,TRIM22,TAP1,GBP6,IL27,PARP9,RNF213,LIF,STAT2,OAS2,STAT1",59.68,62.71,0.000108619416461929,3.15148359792088e-05
"4692","ChAd (V2, D3)","BNT (V3, D1)",0,62,5,62,5,"",0,0,1.03544879664283e-07,4.06684052401603e-08
"4693","ChAd (V2, D7)","BNT (V3, D1)",0,62,1,62,1,"",0,0,0.0158730158730159,0.00366268803929834
"4694","ChAd-BNT (V2, D3)","BNT (V3, D1)",32,30,49,62,81,"GBP1,IFITM3,CCL2,TNFSF10,CFB,CXCL9,GBP2,MX1,DDX60,IFIT1,CCL8,IFI27,IFIT2,IFI6,IFI35,GCH1,FCGR1A,IDO2,BATF2,IDO1,IL31RA,CLEC6A,GBP7,EIF2AK2,TRIM22,TAP1,IL27,PARP9,RNF213,STAT2,OAS2,STAT1",51.61,39.51,4.59229612693283e-10,2.25204677783918e-10
"4695","ChAd-BNT (V2, D7)","BNT (V3, D1)",8,54,48,62,56,"CCL2,IFIT1,CCL8,IFIT2,CCL3,CCL3L1,FCGR1A,BATF2",12.9,14.29,3.55756039175777e-23,4.22046010911676e-23
"4696","ChAd-BNT (V3, D1)","BNT (V3, D1)",44,18,62,62,106,"GBP1,IFITM3,CCL2,TNFSF10,CFB,IFITM1,PML,FOSL1,CXCL9,GBP2,FAS,MX1,DDX60,IFIT1,CCL8,IFIT2,IFI6,IFI35,TAP2,RIGI,CCL3,GCH1,CCL3L1,FCGR1A,PIK3AP1,IDO2,BATF2,IDO1,IL31RA,CLEC6A,IFI30,EIF2AK2,TRIM22,TAP1,GBP6,IL27,PARP9,RNF213,IRF1,PSMB9,LIF,STAT2,OAS2,STAT1",70.97,41.51,1.80198887739685e-06,6.16203614495507e-07
"4697","I (D10, moderate)","BNT (V3, D1)",33,29,167,62,200,"GBP1,TNFSF10,CFB,IFITM1,HP,PML,GBP2,MX1,DDX60,IFIT1,IFI27,IFIT2,CRISP3,IFI6,IFI35,GCH1,FCGR1A,PIK3AP1,LCN2,BATF2,CLEC6A,BMX,IFI30,EIF2AK2,TRIM22,TAP1,GBP6,PARP9,ANXA3,EDNRB,STAT2,OAS2,CEACAM8",53.23,16.5,8.47314252289035e-20,7.63464261097409e-20
"4698","I (D10, severe)","BNT (V3, D1)",15,47,212,62,227,"CCL2,IFITM1,HP,IFI27,CRISP3,LCN2,IDO1,IL31RA,BMX,OLR1,EIF2AK2,TRIM22,PARP9,ANXA3,CEACAM8",24.19,6.61,4.23270281829988e-40,1.79219270280422e-39
"4699","I (D26, moderate)","BNT (V3, D1)",10,52,127,62,137,"HP,CRISP3,PRTN3,LCN2,CLEC6A,BMX,OLR1,ANXA3,EDNRB,CEACAM8",16.13,7.3,8.53267441538358e-37,2.9824347078231e-36
"4700","I (D26, severe)","BNT (V3, D1)",13,49,201,62,214,"HP,FAS,IFI27,CRISP3,FCGR1A,LCN2,BMX,OLR1,EIF2AK2,TRIM22,PARP9,ANXA3,CEACAM8",20.97,6.07,1.58303980686857e-41,8.08283480182714e-41
"4701","I (D51, moderate)","BNT (V3, D1)",1,61,4,62,5,"OLR1",1.61,20,6.93750693750694e-06,2.23719037668502e-06
"4702","I (D51, severe)","BNT (V3, D1)",26,36,145,62,171,"GBP1,IFITM1,FOSL1,GBP2,FAS,CRISP3,GCH1,FCGR1A,PIK3AP1,LCN2,BATF2,BMX,OLR1,IFI30,EIF2AK2,TRIM22,TAP1,GBP6,IL27,PARP9,RNF213,ANXA3,IRF1,PSMB9,CEACAM8,STAT1",41.94,15.2,8.35414008117166e-24,1.03591590613531e-23
"4703","I-I (D1)","BNT (V3, D1)",0,62,7,62,7,"",0,0,9.26872324360581e-10,4.42047883045217e-10
"4704","ZF2001 (V3, D07)","BNT (V3, D1)",5,57,78,62,83,"FOSL1,CCL8,CCL3,IDO2,CPLX2",8.06,6.02,7.686167159213e-34,2.06338435894305e-33
"4705","ZF2001 (V3, D14)","BNT (V3, D1)",1,61,12,62,13,"IDO2",1.61,7.69,5.92415249960617e-13,3.56270920908184e-13
"4706","ZF2001 (V3, D28)","BNT (V3, D1)",1,61,8,62,9,"CCL3",1.61,11.11,9.53354390770887e-10,4.53846601678601e-10
"4707","BNT-I (D10, mild)","BNT-I (D1)",28,39,249,67,277,"NFKBIA,CXCL3,FLT3,PRG2,JMJD6,JAG1,IL1R2,CD3G,GPR15,F12,S1PR1,LAX1,MSH2,C1R,BCL3,CD40LG,EOMES,PURA,THBS1,CAMP,ADGRG3,CTSK,IL7R,CR2,FUT4,CD22,HOXB4,CXCR5",41.79,10.11,4.49245107186988e-32,1.06834440460566e-31
"4708","BNT-I (D10, severe)","BNT-I (D1)",29,38,240,67,269,"NFKBIA,CXCL2,CXCL3,FLT3,PRG2,PTX3,JMJD6,JAG1,IL1R2,CD3G,GPR15,FCAR,F12,S1PR1,LAX1,C1R,BCL3,CD40LG,EOMES,PURA,THBS1,CAMP,CHGA,IL7R,CR2,FUT4,HRH2,HOXB4,CXCR5",43.28,10.78,1.38613694451637e-30,2.85336714633599e-30
"4709","BNT-I (D26, mild)","BNT-I (D1)",26,41,134,67,160,"NFKBIA,MAPKAPK2,JMJD6,JAG1,IL1R2,CD3G,SLC11A1,S1PR1,LAX1,MSH2,C1R,BCL3,CD40LG,EOMES,PURA,RAP1GAP,CAMP,ADGRG3,CTSK,TUBB4B,SLC18A2,IL7R,CR2,FUT4,CD22,CXCR5",38.81,16.25,2.68968554289327e-25,3.63841989630331e-25
"4710","BNT-I (D26, severe)","BNT-I (D1)",10,57,25,67,35,"NFKBIA,CXCL2,MAPKAPK2,JMJD6,JAG1,F12,S1PR1,TUBB4B,SLC18A2,CR2",14.93,28.57,8.34936790252776e-15,5.67671207447266e-15
"4711","BNT-I (D3)","BNT-I (D1)",22,45,28,67,50,"NFKBIA,FOSL1,JMJD6,JAG1,IL1R2,GPR15,SLC15A3,FCAR,F12,TNFAIP3,C1R,BCL3,RAP1GAP,TNFSF9,RAB43,ADGRG3,CHGA,SLC18A2,NFKBID,RGS1,IL13,IFNL2",32.84,44,1.89073821682971e-10,9.54165575589469e-11
"4712","BNT-I (D4)","BNT-I (D1)",3,64,3,67,6,"EPB42,JMJD6,RAP1GAP",4.48,50,0.000365363536719035,9.98330512908049e-05
"4713","BNT-I-BNT (D51, mild)","BNT-I (D1)",9,58,26,67,35,"S1PR1,MSH2,CD40LG,CAMP,IL7R,CR2,FUT4,CD22,CXCR5",13.43,25.71,8.97781494895459e-16,6.41379625801446e-16
"4714","BNT-I-BNT (D51, severe)","BNT-I (D1)",1,66,6,67,7,"OSM",1.49,14.29,4.11207273302663e-08,1.68893747810412e-08
"4715","BNT-MO (V3, D1)","BNT-I (D1)",6,61,85,67,91,"NFKBIA,CXCL2,FOSL1,TNFAIP3,RGS1,OSM",8.96,6.59,5.22251543210549e-36,1.65847115593058e-35
"4716","ChAd (V1, D3)","BNT-I (D1)",6,61,67,67,73,"CD34,CXCL2,CXCL3,IL1R2,CD276,ADGRG3",8.96,8.22,2.27232480890578e-31,5.03587088375693e-31
"4717","ChAd (V1, D6)","BNT-I (D1)",1,66,39,67,40,"EPB42",1.49,2.5,2.59599069692212e-28,4.56755157038669e-28
"4718","ChAd (V1, D7)","BNT-I (D1)",1,66,17,67,18,"EPB42",1.49,5.56,7.04540624941537e-17,5.3409847999409e-17
"4719","ChAd (V2, D1)","BNT-I (D1)",2,65,57,67,59,"CD34,CXCL2",2.99,3.39,1.67910073121188e-33,4.39436081237007e-33
"4720","ChAd (V2, D3)","BNT-I (D1)",2,65,3,67,5,"RAB43,CHGA",2.99,40,0.000182681768359517,5.13719750972662e-05
"4721","ChAd (V2, D7)","BNT-I (D1)",0,67,1,67,1,"",0,0,0.0147058823529412,0.00341455295557336
"4722","ChAd-BNT (V2, D3)","BNT-I (D1)",5,62,76,67,81,"CXCL3,IL1R2,RAB43,ADGRG3,CCL24",7.46,6.17,4.57116612159709e-35,1.31528682008049e-34
"4723","ChAd-BNT (V2, D7)","BNT-I (D1)",10,57,46,67,56,"EPB42,CXCL2,CXCL3,PTX3,IL1R2,MPL,CD83,RAP1GAP,ADGRG3,CD300LD",14.93,17.86,3.20270993993022e-22,3.47494879199502e-22
"4724","ChAd-BNT (V3, D1)","BNT-I (D1)",9,58,97,67,106,"CXCL2,CXCL3,FOSL1,FLT3,TNFAIP3,CD83,EPS8,CD300LD,RGS1",13.43,8.49,3.50467946758306e-35,1.02541659279163e-34
"4725","I (D10, moderate)","BNT-I (D1)",23,44,177,67,200,"NFKBIA,CXCL2,CXCL3,FLT3,PTX3,JMJD6,JAG1,IL1R2,CD3G,GPR15,FCAR,F12,S1PR1,C1R,BCL3,CD40LG,EOMES,THBS1,CAMP,CTSK,IL7R,FUT4,CXCR5",34.33,11.5,7.90944462176903e-32,1.83895037657435e-31
"4726","I (D10, severe)","BNT-I (D1)",28,39,199,67,227,"NFKBIA,CXCL2,FLT3,MAPKAPK2,JMJD6,JAG1,IL1R2,CD3G,GPR15,SLC11A1,FCAR,F12,S1PR1,TNFAIP3,C1R,BCL3,CD40LG,PURA,RAP1GAP,THBS1,RAB43,CAMP,ADGRG3,CHGA,TUBB4B,SLC18A2,IL7R,HRH2",41.79,12.33,6.02896397494227e-29,1.12139004466218e-28
"4727","I (D26, moderate)","BNT-I (D1)",26,41,111,67,137,"NFKBIA,CXCL2,CXCL3,FLT3,JMJD6,JAG1,IL1R2,CD3G,GPR15,SLC11A1,FCAR,F12,S1PR1,LAX1,C1R,CD40LG,EOMES,THBS1,CAMP,CTSK,SLC18A2,IL7R,CR2,FUT4,HRH2,CXCR5",38.81,18.98,7.27063165684697e-23,8.43330565013639e-23
"4728","I (D26, severe)","BNT-I (D1)",26,41,188,67,214,"NFKBIA,CXCL2,CXCL3,FLT3,PRG2,PTX3,JMJD6,JAG1,IL1R2,CD3G,GPR15,FCAR,F12,S1PR1,TNFAIP3,BCL3,CD40LG,EOMES,RAB43,CAMP,CTSK,SLC18A2,IL7R,CD14,EPS8,FUT4",38.81,12.15,5.82330044384031e-30,1.15755049459391e-29
"4729","I (D51, moderate)","BNT-I (D1)",1,66,4,67,5,"EPB42",1.49,20,5.1459653059019e-06,1.68132076060115e-06
"4730","I (D51, severe)","BNT-I (D1)",31,36,140,67,171,"NFKBIA,CXCL2,FOSL1,FLT3,PTX3,MAPKAPK2,JMJD6,JAG1,IL1R2,CD3G,GPR15,SLC15A3,FCGRT,FCAR,F12,S1PR1,TNFAIP3,C1R,BCL3,CD40LG,RAP1GAP,THBS1,TNFSF9,CAMP,ADGRG3,CHGA,TUBB4B,IL7R,FUT4,NFKBID,RAPGEF3",46.27,18.13,4.74844737813611e-22,5.05725449649097e-22
"4731","I-I (D1)","BNT-I (D1)",1,66,6,67,7,"CD22",1.49,14.29,4.11207273302663e-08,1.68893747810412e-08
"4732","ZF2001 (V3, D07)","BNT-I (D1)",13,54,70,67,83,"NFKBIA,CXCL2,CXCL3,FOSL1,PTX3,CD276,TNFAIP3,BCL3,CD83,FUT4,RGS1,IL13,OSM",19.4,15.66,4.60983409414149e-26,6.59562492788e-26
"4733","ZF2001 (V3, D14)","BNT-I (D1)",3,64,10,67,13,"NFKBIA,CXCL2,PTX3",4.48,23.08,2.60712597582668e-10,1.30056947536915e-10
"4734","ZF2001 (V3, D28)","BNT-I (D1)",4,63,5,67,9,"NFKBIA,CXCL2,PTX3,TNFAIP3",5.97,44.44,9.00543928532834e-06,2.86781471482079e-06
"4735","BNT-I (D10, severe)","BNT-I (D10, mild)",209,68,60,277,269,"IFI27,IL7R,FCER1A,CD96,NLRC3,THEMIS,ETS1,ITGB7,ADD2,MS4A2,RNF135,ZAP70,IL15,CCR7,CNR2,CXCR5,SP100,OTUD7B,MAP2K6,SKAP1,CD8B,PLCG1,TESPA1,RASGRP1,CD247,STXBP4,CD6,TCF7,ITK,PYHIN1,CRTAM,KLRC3,CTSW,S100A7,ANXA3,LMO4,CD3G,ANKHD1,TGFBR3,RPL22,ITGB8,EOMES,TRAT1,CD40LG,GATA3,RORA,TRIM22,HHEX,APOBEC3A,S1PR1,CD58,LAX1,IL18RAP,GNLY,BCL2,IFI6,BCL6,RORC,SARM1,IL2RB,IFITM1,KLRC2,SPN,C1R,PARP9,TXK,RNASE2,HMGB2,VNN1,IFI30,KLRK1,DDX60,OAS2,CD28,KMT2A,HLA-C,ADARB1,MX1,LILRA6,ITGA3,HP,FCER1G,GPR183,MFSD6,LCN2,DEFA4,B2M,CASP1,IL5RA,CD1C,FCGR1A,TOX,FASLG,VIM,ITGA6,ACE,CCNB2,STXBP1,PSMB8,ITGAM,GZMM,PIK3AP1,DPP4,MERTK,GPR15,GPR89B,SELL,NCAPH2,STAT2,EIF2AK2,PSMB9,CXCL3,RNASE4,FAS,ALOX5,MX2,TBKBP1,IFNGR2,CR2,THBS1,CCL5,PURA,CD24,JAK3,TARM1,CEACAM8,HLA-E,IFIT1,MAPK3,IFI35,EPHB2,CEBPB,ZNF683,IL1RN,APBB1IP,MAPT,TRIM64B,S100A12,SOS2,BST1,IL1R1,BPI,CFH,GBP6,ADM,PRKCQ,RC3H1,LILRA5,PIK3R1,IL1R2,CD160,RAG1,CCND3,PML,CRISP3,IFITM2,NFKBIA,FUT4,BATF2,JMJD6,ROMO1,BCL3,ZC3HAV1,PPARG,CDK6,OLR1,TFEB,FGR,BMX,TRIM21,CLNK,FUT7,F12,PRKCD,ADAR,JAG1,BCL10,CAMP,CD1E,AZU1,GBP2,RNASE3,CD55,MCOLN2,SLC15A4,IL10RB,ZBTB46,IRAK1BP1,CTSG,CTLA4,NCF2,PRG2,CXCR3,HDAC4,DBH,HOXB4,CASP4,FLT3,CD177,TAP1,GBP1,CDKN2B,IFITM3,IL23R,LFNG,CFB,CR1,ELANE,CX3CR1",75.45,77.7,4.77028142277745e-07,1.7336836336857e-07
